username,component_id,source_type,source_file,posts,followers,follower_segment,avg_likes,avg_comments,categories,primary_category,top_hashtags,account_type,account_confidence,creator_score,business_score,media_score
the.sayan10_,1,profile_scrape,scrape_1776937431.json,7,1176.0,nano,27458.71,127.57,"evcil_hayvan,taki_aksesuar",evcil_hayvan,"udaipur,Number10,explore,trendingnow,amazing,ShadowSelfie,jewelry,yenidogan,Introspection",creator,0.85,1.5,0.0,0.0
theazurcat,1,profile_scrape,scrape_1776868726.json,8,134.0,nano,8.75,0.5,"evcil_hayvan,egitim_kariyer,taki_aksesuar",evcil_hayvan,"ragdoll,cat,ragdollcat,blueeyes,catlover,ragdolcatslover,beautifulragdoll,catlife,catgarden,cutecat",creator,0.93,1.9,0.0,0.0
theinvestorsassociation,1,profile_scrape,scrape_1776936742.json,12,1011.0,nano,30.83,0.42,"finans_is,egitim_kariyer,otomotiv",finans_is,"finance,TIA,FAU,Finance,financecareers,EnergyTrading,QuantTrading,MachineLearning,PowerMarkets,Arbitrage",creator,0.83,1.4,0.3,0.0
tiny.clubb,1,profile_scrape,scrape_1776936742.json,12,9265.0,nano,24.0,0.83,"anne_bebek,moda_yasam",anne_bebek,"bebekgiyim,çocukgi̇yi̇m,çoçukgiyim,bebektişört,bebekgiyimmodası,bebekpantolon,bebekkombin,bebekayakkabı,çocukgiyim",creator,0.77,1.1,0.0,0.0
tokengaymer,1,profile_scrape,scrape_1776869436.json,6,2000.0,nano,27.83,6.17,"oyun_espor,oyuncak_hobi,otomotiv",oyun_espor,"bgg,boardgames,gamedesign,gamedesignunboxed,gamedesigntip,gamedesignadvice,tabletopgames,behindthelensgame,kickstartergame,boardgame",creator,0.75,1.0,0.0,0.0
tomh.p,1,profile_scrape,scrape_1776872304.json,12,121391.0,mid,4379.75,14.83,otomotiv,otomotiv,"tomhp,liveupload,dreamcar,millionairecars,cargoal,automotivephotography,dreamcars,Ferrari,MontereyCarWeek,supercars",creator,0.71,0.8,0.0,0.0
tonyriccio_bricks,1,profile_scrape,scrape_1776936742.json,12,5810.0,nano,194.33,14.75,"oyuncak_hobi,otomotiv,moda_yasam",oyuncak_hobi,"photooftheday,lego,bricks,Best,VoteNow,Lego,Minifigures,photography,SupermanDay,superman",creator,0.83,1.4,0.0,0.0
toribridgwaters,1,profile_scrape,scrape_1776789429.json,3,56.0,nano,8.33,0.67,"ev_yasam,fitness_saglik,dekorasyon_mobilya",ev_yasam,"clean,ecofriendly,cleaning,home,athlete,mobility,movement,health",creator,0.83,1.4,0.0,0.0
toscanoracing,1,profile_scrape,scrape_1776790071.json,6,2094.0,nano,80.67,2.17,otomotiv,otomotiv,"vallelunga,legendcars,toscanoracing,shamotorsport,motorsport,fxracing,roma,gridwalk,supersport,legendcarsitalia",creator,0.75,1.0,0.0,0.0
tsukialeigh,1,profile_scrape,scrape_1776868726.json,8,53.0,nano,0.88,1.0,"egitim_kariyer,ev_yasam",egitim_kariyer,"learnjapanese,japaneselearning,studyingjapanese,jlpt,langstudy,languagelearning,studygram,languagejournal,studyinjapan,日本語",creator,0.93,1.9,0.0,0.0
tuecoffee.tr,1,profile_scrape,scrape_1776869436.json,6,345.0,nano,46.83,0.0,yemek_mutfak,yemek_mutfak,"tuecoffee,coffeetime,kahve,tatli,istanbul,kafe,tueye,ızgarasebze,sağlıklısandviç,lezzetlimola",creator,0.83,1.4,0.0,0.0
turkmen_kiyafet,1,profile_scrape,scrape_1776936742.json,6,22.0,nano,7.33,1.5,"moda_yasam,anne_bebek,evcil_hayvan",moda_yasam,"modafashion,instagram,terzi,kıyafet,alışveriş,sarı,bebekgiyim,trending,viral,explorepage",creator,0.83,1.4,0.0,0.0
udrescueduard,1,profile_scrape,scrape_1776937431.json,12,2866.0,nano,121.92,8.42,finans_is,finans_is,"90dayrun,networkmarketing,rs90,business,eduardudrescu,risingstars,imprenditoria,networkmarketi̇ng",creator,0.75,1.0,0.3,0.0
ugc.rachaelb,1,profile_scrape,scrape_1776790071.json,7,107.0,nano,9.86,0.57,"guzellik_kozmetik,otomotiv",guzellik_kozmetik,"ugc,ugccreator,ugccommunity,ugcexample,skincare,ugcjourney,serum,2026goals,trending",creator,0.95,3.2,0.0,0.0
upscalerts,1,profile_scrape,scrape_1776936742.json,12,221682.0,mid,47182.0,145.58,finans_is,finans_is,"india,economy,politics,upscalerts,babaramdev,rupee,currency,chardham,kedarnath,badrinath",creator,0.71,0.8,0.0,0.0
urunyacom,1,profile_scrape,scrape_1776937266.json,12,440.0,nano,42.08,2.17,"anne_bebek,moda_yasam,oyuncak_hobi",anne_bebek,"bebek,organikbebek,annebebek,bebekgiyim,urunya,bebekmodasi,bebekkiyafet,yenidogan,bebekalisverisi,bebekhediye",creator,0.93,1.9,0.0,0.0
uzm.dr.zivareldarova,1,profile_scrape,scrape_1776869679.json,11,22304.0,micro,3530.45,35.55,otomotiv,otomotiv,"uzmanginekoloqzivəreldarova,ginekoloq,japan,sakura,osaka,hamiləlik,keysəriyyə,cherryblossom,nara,kyoto",creator,0.75,1.0,0.0,0.0
vavbabytr,1,profile_scrape,scrape_1776936742.json,12,13946.0,micro,23.42,0.75,"anne_bebek,moda_yasam,evcil_hayvan",anne_bebek,"bebekgiyim,bebekmodası,bebekkombin,yenidoğanhediyesi,bebekmodasi,bebekpatiği,bebekbandanası,mevlütkıyafeti,salopettakım,annebebek",creator,0.87,1.6,0.3,0.0
veronellimakarna,1,profile_scrape,scrape_1776872304.json,12,60601.0,micro,249.67,1155.67,"yemek_mutfak,oyuncak_hobi",yemek_mutfak,"VeronelliMakarna,Makarna,Tarif,SağlıklıÖneriler,Oyun,Hediye,MakarnaTarifleri,Bakla,BaharatlıÇıtırMakarna,KelebekMakarna",creator,0.93,1.9,0.0,0.0
villainousitalia,1,profile_scrape,scrape_1776937104.json,12,2880.0,nano,202.83,8.42,"oyun_espor,oyuncak_hobi,otomotiv",oyun_espor,"disneyvillainous,villainous,ravensburger,ravensburgergames,disneyvillains,villainouscommunity,giocodatavolo,boardgame,filledwithfright,oogieboogie",creator,0.75,1.0,0.0,0.0
vitals.and.void,1,profile_scrape,scrape_1776868866.json,6,34.0,nano,2.5,0.0,"ev_yasam,egitim_kariyer",ev_yasam,"neetpg,btr,trendingreel,inicet,studygram,trendingnow,neetpg2026,corebtr,medstudent,fyp",creator,0.93,1.9,0.0,0.0
vodafonekocyigit,1,profile_scrape,scrape_1776937104.json,12,1104.0,nano,0.67,0.0,"yemek_mutfak,teknoloji,oyuncak_hobi",yemek_mutfak,"vodafone,5g,tarife,redbox,teknoloji,akillitelefon,kampanya,i̇ndirim,jbl,kulaklık",creator,0.77,1.1,0.3,0.0
voicesof_theoppressed,1,profile_scrape,scrape_1776936742.json,12,69300.0,micro,15931.0,111.25,anne_bebek,anne_bebek,"fypage,fyp,patriarcado,capitalismo,fypp,decolonizeyourmind,parenting,coparenting,machismo,colonialismo",creator,0.75,1.0,0.0,0.0
volateality,1,profile_scrape,scrape_1776872304.json,12,15780.0,micro,13888.08,61.25,"finans_is,yemek_mutfak",finans_is,"finance,financememes,investing,stock,investmentbanking,investmentbanking”​​​​​​​​​​​​​​​​,stocks,rizz,tariffs,trump",creator,0.93,1.9,0.0,0.0
woofiesrestonherndon,1,profile_scrape,scrape_1776937104.json,12,945.0,nano,15.58,1.58,"evcil_hayvan,otomotiv",evcil_hayvan,"woofies,woofiesrestonherndon,woofiesmobilepetspa,woofiespetcare,woofiesgrooming,woofiesmobilegrooming,woofiespetsitting,woofiesrescue,petgroomers,dogsofinstagram",creator,0.85,1.5,0.0,0.0
wymondhamcollege,1,profile_scrape,scrape_1776936742.json,12,3195.0,nano,130.25,0.25,evcil_hayvan,evcil_hayvan,"wymondhamlife,monthofthemilitarychild,alumnispotlight,limblossawareness,limbdifferenceawareness,limbdifference,parliament,marietidball,positivechange,maircup",creator,0.75,1.0,0.0,0.0
yaprakdoener.remscheid,1,profile_scrape,scrape_1776937104.json,12,109.0,nano,31.42,0.67,oyuncak_hobi,oyuncak_hobi,"yaprakdönerremscheid,serpme,starkesteam,frühstück,kahvalti,müsterimemnuniyeti,acilis,liebe,Yaprakdöner,taze",creator,0.75,1.0,0.0,0.0
yazilimdaily,1,profile_scrape,scrape_1776937691.json,5,38.0,nano,44.0,3.6,"guzellik_kozmetik,otomotiv",guzellik_kozmetik,"software,yazilim,yapayzeka,yazılım,code,ai,disiplin,kesfet,frontend,developer",creator,0.83,1.4,0.0,0.0
yelken.akademi,1,profile_scrape,scrape_1776936742.json,2,329.0,nano,12.5,0.0,egitim_kariyer,egitim_kariyer,"yks,sınav,yks2026,ykskoçluk,eğitimkoçu,YKS2026,YKSKoçluk,Yks,SınavHazırlık,EğitimKoçluğu",creator,0.83,1.4,1.2,0.0
yet.akademi,1,profile_scrape,scrape_1776872304.json,12,1654.0,nano,331.5,8.17,egitim_kariyer,egitim_kariyer,"yks,tyt,yks2026,ayt,ösym,yks2025,kpss,2026tayfa,matematik,sınav",creator,0.83,1.4,1.2,0.0
yhcosmetologa,1,profile_scrape,scrape_1776868866.json,6,206.0,nano,8.5,0.0,"otomotiv,guzellik_kozmetik",otomotiv,"SerumFacial,AcidoHialuronico,Niacinamida,VitaminaC,limpiezafacial,cabinaLED,Fototerapia,PielLuminosa,SinDolor,CentellaAsiatica",creator,0.83,1.4,0.0,0.0
yildizlarkulup,1,profile_scrape,scrape_1776872304.json,12,2194.0,nano,620.0,1.83,"anne_bebek,egitim_kariyer",anne_bebek,"kesfet,yks,kesfetteyiz,türkiye,lgs,sinav,keşfetteyiz,şehit,atatürk,egitim",creator,0.83,1.4,0.0,0.0
zeyyucarr,1,profile_scrape,scrape_1776872304.json,6,428.0,nano,22.33,9.83,"anne_bebek,ev_yasam,evcil_hayvan",anne_bebek,"keşfetteyim,baby,mom,annelik,reels,love,home,bebek,18ay,minikadam",creator,0.75,1.0,0.0,0.0
zonadedrs_,1,profile_scrape,scrape_1776872304.json,12,19006.0,micro,597.5,10.0,otomotiv,otomotiv,"motorsport,f1,brawngp,audif1team,gabrielbortoleto,miamigp,memes,astonmartin,wec,imolagp",creator,0.75,1.0,0.0,0.0
anne.oijusluoma,2,profile_scrape,scrape_1776869777.json,1,218.0,nano,11.0,0.0,genel,genel,"SinfoniaLahti,DaliaStasevska,tampereenoopperankuoro",creator,0.75,1.0,0.0,0.0
ayteninmetbexi_,2,profile_scrape,scrape_1776869679.json,12,8355.0,nano,653.33,38.0,genel,genel,"kesfett,yagis,yağış,rainyday🌙3️⃣💎,saçının1telneolrüm,nu0ra14🌱,qutab,qarinqutabi,göyqutabi,kete",creator,0.75,1.0,0.0,0.0
azero_inseng,2,profile_scrape,scrape_1776936742.json,12,2283.0,nano,1533.0,20.33,genel,genel,"공스타그램,약한영웅,JLPT,일본어능력시험,일본어공부,weakhero,박지훈,최현욱",creator,0.75,1.0,0.0,0.0
cb.ozgedari,2,profile_scrape,scrape_1776937691.json,12,1566.0,nano,25.83,2.0,genel,genel,"emlakyatırımı,jovengroup,emlakdanışmanlığı,projeüretme,insaat,proje,i̇nşaat,coldwellbanker,yatirim,çayyolu✨🎈🎉✨🎈",creator,0.75,1.0,0.0,0.0
cizreli_pati_dostu,2,profile_scrape,scrape_1776937691.json,12,59367.0,micro,6763.92,420.58,genel,genel,"köpek,hayvanseverler,hayvanhakları,köpekvideoları,köpeksevgisi,sokakhayvanlarısahipsizdeğil,köpekaşkı,hayvan,sokakhayvanları,sokakhayvanlarınıkoruyalım",creator,0.75,1.0,0.0,0.0
clarapierrotti,2,profile_scrape,scrape_1776937266.json,12,27573.0,micro,612.33,101.33,genel,genel,"fineline,tatuagem,tattoo,finelinetattooartist,bsb,capitalfederal,finelinetattoo,tatuadoraembrasilia,tattoos,brasilia",creator,0.85,1.5,0.0,0.0
danlabilic,2,profile_scrape,scrape_1776787644.json,20,5937563.0,mega,136028.45,940.1,genel,genel,"işbirliği,DanlaBilic,DanlaBilic’in,EleleDergisi,reklam,isbirligi",creator,0.71,0.8,0.0,0.4
dogal_kozmetik1,2,profile_scrape,scrape_1776868866.json,6,81.0,nano,2.67,0.17,genel,genel,,creator,0.91,1.8,1.2,0.0
e.luk7,2,profile_scrape,scrape_1776868866.json,6,35.0,nano,1.0,2.83,genel,genel,,creator,0.75,1.0,0.0,0.0
egitimkocuelifgulden,2,profile_scrape,scrape_1776937691.json,12,48232.0,micro,4274.67,75.25,genel,genel,"matematik,lgs,motivasyon,öğrencikoçluğu,yks,eğitimkoçluğu,ögrencikoçu,eğitimdanışmanlığı,8sınıf,başarı",creator,0.75,1.0,0.0,0.0
emine.yllmz,2,profile_scrape,scrape_1776869679.json,11,11521.0,micro,5489.82,80.73,genel,genel,"keşfet,keșfet,viral,komikpaylaşımlar,reels,kesfetteyiz,fyp,fypシ,explore,explorepage",creator,0.75,1.0,0.0,0.0
emrahyucel,2,profile_scrape,scrape_1776787644.json,2,7.0,nano,5.0,0.0,genel,genel,,creator,0.75,1.0,0.0,0.0
filiinfiore,2,profile_scrape,scrape_1776937691.json,10,36.0,nano,15.9,0.0,genel,genel,"borsa,uncinetto,handmade,fattoamano,crochet,artigianato,crochetbag,handbag,dustbag,borsetta",creator,0.75,1.0,0.0,0.0
gebzezirvesogukbaklava,2,profile_scrape,scrape_1776937104.json,8,88.0,nano,13.25,0.25,genel,genel,"sogukkadayıf,tatlı,soğukbaklava,sütlütatli,baklava,kadayıf,tatli",creator,0.75,1.0,0.0,0.0
gongbuhyen,2,profile_scrape,scrape_1776868726.json,8,680.0,nano,49.5,3.38,genel,genel,"공부기록,공스타그램,플래너,셋로그,카공,알바,편입공부,공부,서평단,책추천",creator,0.75,1.0,0.0,0.0
gzde_ayazz,2,profile_scrape,scrape_1776937104.json,12,443.0,nano,38.92,2.58,genel,genel,"keşfetteyiz,kişiselgelisim,girişimci,hayaller,girisim,kariyergelişimi,keșfetteyiz,keșfetteyim,pesetme,birgün",creator,0.75,1.0,0.0,0.0
haciogullariavm,2,profile_scrape,scrape_1776936742.json,12,1268.0,nano,24.83,0.5,genel,genel,"hacıoğullarıavm,oğuzhanhacıoğulları,hacıoğulları,osmancık,çorum,türkiye,keşfet,keşfetteyiz,öneçıkar,oyuncak",creator,0.75,1.0,0.0,0.0
imran.memon15,2,profile_scrape,scrape_1776937266.json,12,142.0,nano,12.08,0.33,genel,genel,"KSE100,PSX,kse100index,kse100_index,kse100_closing,morning,Greeting,Prayers,OpulenAdvisory,Memon15",creator,0.75,1.0,0.0,0.0
kampuskocu,2,profile_scrape,scrape_1776868726.json,8,116.0,nano,5.5,1.75,genel,genel,"yks,tyt,ayt,2026yks,ösym",creator,0.75,1.0,0.0,0.0
kinebaveterinerklinigii,2,profile_scrape,scrape_1776937691.json,12,2230.0,nano,308.17,1.75,genel,genel,"veterinerkliniği,veterinerhekim,kedi,kediaşkı,veterinerhekimi,kediaşktır,beniöneçıkart,veterinerklinigi,kastrasyon,kısırlaştırma",creator,0.75,1.0,0.0,0.0
kirintisimitkafe,2,profile_scrape,scrape_1776937691.json,12,390.0,nano,16.25,0.25,genel,genel,"şekerpare,boyoz,izmirlezzeti,kahvalti,taze,baklava,soğuk,soğukbaklava,simitpoğaça,kahvaltı",creator,0.75,1.0,0.0,0.0
kutaymadlen,2,profile_scrape,scrape_1776937266.json,10,41.0,nano,8.3,0.1,genel,genel,"madlen,promosyonürünleri,promosyonçikolata,sargılıçikolata,madlençikolata,pelitçikolata,çikolatakutusu,kutuçikolata,valonia,madlencikolata",creator,0.75,1.0,0.0,0.0
malidusuncekulubu,2,profile_scrape,scrape_1776937691.json,12,315.0,nano,5.25,2.58,genel,genel,"çomü,mdk,malidüşüncekulübü,malidusuncekulubu,çanakkale,çanakkaleonsekizmartüniversitesi,onsekizmartüniversitesi,öğrencikulüpleri,kulüp,öğrenci",creator,0.75,1.0,0.0,0.0
mauroantenore,2,profile_scrape,scrape_1776872304.json,12,26874.0,micro,-1.0,1271.08,genel,genel,,creator,0.75,1.0,0.0,0.0
mertcreative.agency,2,profile_scrape,scrape_1776936742.json,12,192.0,nano,21.42,2.83,genel,genel,"grafiktasarım,creativeagency,sosyalmedyatasarımı,designstudio,branding,ürünçekimi,yapayzeka,aivisual,reelsvideo,socialmediadesign",creator,0.75,1.0,0.0,0.4
modantacanta,2,profile_scrape,scrape_1776869679.json,6,7.0,nano,0.17,0.0,genel,genel,,creator,0.75,1.0,0.0,0.0
mydreamylife,2,profile_scrape,scrape_1776937104.json,8,182.0,nano,-1.0,3.38,genel,genel,,creator,0.75,1.0,0.0,0.0
nbstyle.gifts,2,profile_scrape,scrape_1776869777.json,1,1929.0,nano,10.0,13.0,genel,genel,,creator,0.75,1.0,0.0,0.0
officer_somday,2,profile_scrape,scrape_1776790071.json,1,187.0,nano,16.0,3.0,genel,genel,,creator,0.75,1.0,0.0,0.0
ozgurozdekkk,2,profile_scrape,scrape_1776937104.json,12,1352.0,nano,38.5,0.25,genel,genel,"keşfet,keşfetteyiz,keşfetteyim,keşfetedüş,kafayapısı,girişim,girisim,gelişim,keşifönerisi,girişimci",creator,0.75,1.0,0.0,0.0
pamelatallarita.grafico,2,profile_scrape,scrape_1776790071.json,7,140.0,nano,202.57,2.86,genel,genel,"valdinievole,relax,ridere,amore,cannella,cioccolato,noci,pasquetta,cibo,abbigliamento",creator,0.75,1.0,0.0,0.0
patigillersahiplendirme,2,profile_scrape,scrape_1776936742.json,12,1772.0,nano,48.33,2.25,genel,genel,"kedi,keşfet,yuva,keşfetteyim,sahiplendirme,keşfetteyiz,uşak",creator,0.75,1.0,0.0,0.0
pigmentsepeti,2,profile_scrape,scrape_1776868866.json,6,46.0,nano,2.0,0.0,genel,genel,"tozboya,pigment,floresan,mumboyası,pigmentblack,optikbeyazlaştırıcı,morsedef,kırmızıtozsim,kırmızısim,blackpink",creator,0.75,1.0,0.0,0.0
puzzled.to.pieces,2,profile_scrape,scrape_1776869436.json,6,1630.0,nano,44.83,5.33,genel,genel,"puzzletime,jigsawpuzzle,ilovepuzzles,puzzlelove,puzzlepic,puzzleart,puzzling,puzzlefeed,addictedtopuzzles,puzzlesarefun",creator,0.75,1.0,0.0,0.0
raybao0512,2,profile_scrape,scrape_1776868866.json,6,1324.0,nano,66.17,12.83,genel,genel,"형제묘,일상,냥스타그램,냥이들,초보집사,집사,고양이사진,고양이집사,고양이자랑,냥팔해요",creator,0.75,1.0,0.0,0.0
ritmikmatematikyks,2,profile_scrape,scrape_1776937691.json,6,103.0,nano,12.0,0.5,genel,genel,"yksmatematik,yks,yksnotları,yks2026,matematiketkinliği,yks2026tayfagümbürgümbür,matematiköğretmeni,tyt,aytmatematik,matematiközelders",creator,0.75,1.0,0.0,0.0
rizehafizlardernegi,2,profile_scrape,scrape_1776872304.json,12,8281.0,nano,439.92,26.92,genel,genel,"hafız,rihad,rizehafızlarderneği,riho,iho,hafızlar,reels,keşfet,islam,müslüman",creator,0.75,1.0,0.0,0.0
selinle.ailevecocuk,2,profile_scrape,scrape_1776869679.json,12,14347.0,micro,424.67,2.17,genel,genel,"cocukgelisimi,ebeveynlik,çocukgelişimiveeğitimi,sporcuebeveyni,sporcuebeveyniolmak,futbol,çocukgelişimi,kahramanmaras,ailedanışmanı,çocukgelişimci",creator,0.75,1.0,0.0,0.0
suruchi_todankar,2,profile_scrape,scrape_1776872304.json,12,3831.0,nano,695.08,57.5,genel,genel,"instgram,instagrampost,instagramlike,instalike,beach,beachvibes🌊,traditionalwears,marathimulgi,instamoment,sarre",creator,0.75,1.0,0.0,0.0
terapiilmeklerr,2,profile_scrape,scrape_1776869679.json,8,1244.0,nano,27.88,23.12,genel,genel,"amigurumi,short,ayıwinnie,kesfetedüs,shorts,terapiilmekler,kedi,keşfet,shortshifter,çanta",creator,0.75,1.0,0.0,0.0
teras.cafe.bistro,2,profile_scrape,scrape_1776937691.json,9,37.0,nano,7.44,0.0,genel,genel,"teras,nefis,manzara,serpme,cafe,menu,leziz,muratpasadeniz,deniz,gunbatımı",creator,0.75,1.0,0.0,0.0
threegotr,2,profile_scrape,scrape_1776937691.json,8,56.0,nano,8.0,0.12,genel,genel,"THREEGO,KuryeHizmeti,Kurye,İlkadım,Restoran,EsnafKurye,Canik,Atakum,Samsun,Teslimat",creator,0.75,1.0,0.0,0.0
tiger_batman_yorkieboys,2,profile_scrape,scrape_1776937691.json,12,7909.0,nano,24.33,189.33,genel,genel,"zoe,batman,cavapoogirl,yorkieboy,Faiths7thsafari,adoptdontshop,tiger,sweetangel,runfreeinheaven,foreverinourhearts",creator,0.75,1.0,0.3,0.0
tugceergisi,2,profile_scrape,scrape_1776787644.json,1,,unknown,0.0,0.0,genel,genel,,creator,0.71,0.8,0.0,0.0
undemircraft,2,profile_scrape,scrape_1776937431.json,12,76.0,nano,2.0,0.08,genel,genel,"ÜndemirCraft,Sticker,davetiye,kişiyeözeltasarım,undemircraft,ündemircraft,Davetiye,Etiket,düğündavetiye,nişandavetiye",creator,0.75,1.0,0.0,0.0
vatandaslik_geneltekrar,2,profile_scrape,scrape_1776937691.json,12,973.0,nano,131.08,17.17,genel,genel,"kpss,kpssgenelkültür,kpssgüncelbilgiler,kpssgüncel,kpssvatandaşlık,kpssanayasa,kpsslisans,kpssönlisans,kpssortaöğretim,kpssgeneltekrar",creator,0.75,1.0,0.0,0.0
vedanshkumar812,2,profile_scrape,scrape_1776937431.json,12,96.0,nano,34.5,7.5,genel,genel,"viral,instagood,instagram,reels,foryou,followforfollowback,instamood,reelsinstagram,viralvideos,fyp",creator,0.75,1.0,0.0,0.0
vipulmayavshi,2,profile_scrape,scrape_1776869777.json,1,1728.0,nano,314.0,12.0,genel,genel,,creator,0.75,1.0,0.0,0.0
yazilimgezegenii,2,profile_scrape,scrape_1776936742.json,12,117163.0,mid,3176.17,44.92,genel,genel,"yazılım,yazılımmühendisliği,yazilim,yazilimgezegeni,software,softwareengineer,bilgisayarprogramcılığı,bilgisayarmühendisliği,bilgisayar,yazilimci",creator,0.71,0.8,0.0,0.0
yigitpetveteriner,2,profile_scrape,scrape_1776937104.json,12,1378.0,nano,34.75,1.33,genel,genel,"kediler,yavrukedi,kedicikler,kedi,kitten,köpekler,köpek,yavruköpek,PUPPY,cockerspaniel",creator,0.75,1.0,0.0,0.0
zehraca.blogum,2,profile_scrape,scrape_1776869777.json,2,1216.0,nano,106.0,2.0,genel,genel,"nasihat,keşfetteyim,keşfetteyiz,keşfet,gönüldağıdizisi,dizi",creator,0.75,1.0,0.0,0.0
